X1,X2,X3,X4,X5,X6,X7,X8,class
0.33589251,0.42303969,0.00603502,0.56854839,0.45519713,0.51167728,0.36386768,0.34318398,1
0.28214971,0.35043562,0.00846671,0.50000000,0.23297491,0.32271762,0.40627651,0.26787417,1
0.23704415,0.30493708,0.01027942,0.55241935,0.46594982,0.51167728,0.33757422,0.20114395,1
0.40690979,0.50048403,0.00722876,0.46370968,0.45878136,0.32271762,0.44020356,0.39942803,1
0.35508637,0.46079380,0.00663189,0.29838710,0.42652330,0.42675159,0.43256997,0.34318398,1
0.18809981,0.28751210,0.00992572,0.24596774,0.52329749,0.42675159,0.18490246,0.24690181,1
0.18426104,0.27589545,0.00899726,0.26612903,0.24014337,0.19532909,0.22052587,0.22783603,1
0.25911708,0.33785092,0.00680874,0.39919355,0.24731183,0.21443737,0.37319763,0.21925643,1
0.35028791,0.40464666,0.00864356,0.50000000,0.34050179,0.32271762,0.34690416,0.36224976,1
0.38867562,0.45014521,0.00897515,0.50000000,0.29390681,0.29723992,0.44953350,0.35367016,1
0.47696737,0.56824782,0.00749403,0.51209677,0.48387097,0.42675159,0.44953350,0.45853194,1
0.27831094,0.34269119,0.00957202,0.34677419,0.30107527,0.25690021,0.28753181,0.32411821,1
0.25719770,0.34656341,0.01158369,0.34677419,0.29032258,0.14861996,0.27056828,0.28693994,2
0.34165067,0.44240077,0.01045627,0.19758065,0.12186380,0.14861996,0.32994063,0.40991420,2
0.39443378,0.51984511,0.01003625,0.27016129,0.17562724,0.17409766,0.36386768,0.45853194,1
0.44625720,0.56631171,0.00873198,0.32661290,0.31899642,0.17409766,0.43256997,0.50428980,2
0.43282150,0.53339787,0.00817933,0.33870968,0.49820789,0.55414013,0.44020356,0.44804576,1
0.35412668,0.42787996,0.01069944,0.36290323,0.26164875,0.32271762,0.38931298,0.37273594,1
0.42898273,0.52952565,0.00950570,0.38306452,0.16129032,0.17409766,0.40627651,0.49571020,1
0.39443378,0.50822846,0.00968255,0.30241935,0.45519713,0.32271762,0.36386768,0.45853194,1
0.31957774,0.41626331,0.01156159,0.49596774,0.29390681,0.32271762,0.31297710,0.34318398,1
0.34548944,0.44530494,0.01054470,0.44354839,0.12186380,0.23566879,0.38931298,0.37273594,1
0.44817658,0.54404647,0.00963834,0.44354839,0.27240143,0.21443737,0.44953350,0.48522402,1
0.45681382,0.56437561,0.00924043,0.28629032,0.30107527,0.23566879,0.43256997,0.50428980,2
0.51823417,0.60987415,0.00736139,0.29435484,0.06451613,0.14861996,0.56658185,0.50428980,1
0.51439539,0.59825750,0.00667610,0.33064516,0.24731183,0.23566879,0.49957591,0.53384175,1
0.46353167,0.55663117,0.00877620,0.37500000,0.29032258,0.32271762,0.44020356,0.52526215,2
0.45009597,0.55372701,0.00897515,0.39919355,0.29390681,0.42675159,0.46564885,0.48522402,1
0.45969290,0.57308809,0.00685295,0.27419355,0.31182796,0.51167728,0.44020356,0.50428980,2
0.40019194,0.51306873,0.00857724,0.34274194,0.62724014,0.42675159,0.37319763,0.44804576,1
0.36852207,0.45111326,0.00992572,0.41532258,0.35842294,0.27813163,0.34690416,0.40991420,1
0.34644914,0.42303969,0.00992572,0.41532258,0.27240143,0.23566879,0.32994063,0.38131554,1
0.40882917,0.49564376,0.00882041,0.43548387,0.16129032,0.29723992,0.40627651,0.45853194,1
0.43090211,0.52565344,0.00948360,0.25000000,0.13978495,0.19532909,0.38931298,0.49571020,2
0.38099808,0.47821878,0.01061102,0.21370968,0.41577061,0.32271762,0.35623410,0.39084843,1
0.24568138,0.30009681,0.01195950,0.37903226,0.34050179,0.42675159,0.27989822,0.27645377,1
0.37811900,0.45692159,0.00935096,0.44354839,0.31182796,0.25690021,0.38931298,0.42897998,1
0.37715931,0.45498548,0.00939517,0.33467742,0.27956989,0.23566879,0.38083121,0.40991420,1
0.38675624,0.45982575,0.01019100,0.44354839,0.28315412,0.17409766,0.41391009,0.41849380,1
0.42418426,0.50242014,0.01008047,0.38306452,0.37992832,0.38428875,0.41391009,0.47664442,1
0.54126679,0.60406583,0.00700769,0.40725806,0.58064516,0.51167728,0.65224767,0.52526215,1
0.57485605,0.66698935,0.00534972,0.24596774,0.50537634,0.51167728,0.60220526,0.56244042,2
0.45105566,0.56243950,0.00698559,0.19354839,0.58422939,0.42675159,0.40627651,0.52526215,2
0.46065259,0.57212004,0.00709612,0.23790323,0.44444444,0.42675159,0.49024597,0.51477598,1
0.63147793,0.68925460,0.00408966,0.36693548,0.67383513,0.70276008,0.65224767,0.64823642,1
0.54702495,0.57889642,0.00691927,0.45967742,0.40860215,0.42675159,0.57591179,0.53384175,1
0.55854127,0.65730881,0.00588027,0.30241935,0.43727599,0.49256900,0.52586938,0.61105815,2
0.55566219,0.62439497,0.00468653,0.44354839,0.47311828,0.51167728,0.60983885,0.56244042,2
0.59884837,0.58083253,0.00634450,0.49193548,0.22222222,0.51167728,0.66157761,0.57102002,1
0.52303263,0.62536302,0.00800248,0.30645161,0.58422939,0.51167728,0.57591179,0.59008580,2
0.52687140,0.63697967,0.00621187,0.26209677,0.62007168,0.51167728,0.55894826,0.58150620,2
0.49328215,0.59244918,0.00563710,0.36693548,0.57706093,0.42675159,0.53350297,0.54432793,2
0.47504798,0.53920620,0.00884251,0.38306452,0.34767025,0.44585987,0.49024597,0.48522402,1
0.50479846,0.55275895,0.00862145,0.41532258,0.24731183,0.29723992,0.47328244,0.54432793,1
0.52495202,0.55759923,0.00888673,0.45564516,0.20430108,0.23566879,0.52586938,0.55290753,1
0.52591171,0.56727977,0.00946149,0.31854839,0.13261649,0.23566879,0.55894826,0.49571020,1
0.54990403,0.57792836,0.00773720,0.50000000,0.35842294,0.38428875,0.56658185,0.52526215,1
0.61420345,0.58664085,0.00616765,0.57258065,0.35125448,0.42675159,0.65224767,0.59008580,1
0.64299424,0.61374637,0.00738350,0.49193548,0.27240143,0.42675159,0.66921120,0.63870353,1
0.59692898,0.57018393,0.00806879,0.39112903,0.18637993,0.29723992,0.61832061,0.54432793,1
0.60748560,0.57599226,0.00840039,0.48387097,0.48745520,0.38428875,0.56658185,0.64823642,2
0.56525912,0.60019361,0.00906358,0.34677419,0.44802867,0.34394904,0.51653944,0.63870353,2
0.58637236,0.52952565,0.00908568,0.44758065,0.30465950,0.23566879,0.65224767,0.53384175,1
0.64683301,0.60019361,0.00707401,0.39516129,0.21863799,0.25690021,0.70229008,0.57102002,1
0.68714012,0.67376573,0.00515076,0.37096774,0.28315412,0.32271762,0.70229008,0.66730219,1
0.53838772,0.61955470,0.00510655,0.21774194,0.73118280,0.59872611,0.66921120,0.52526215,2
0.46641075,0.54404647,0.00910779,0.47177419,0.60573477,0.51167728,0.45716709,0.52526215,1
0.51631478,0.57696031,0.00868777,0.45161290,0.32616487,0.42675159,0.60220526,0.50428980,1
0.62763916,0.63117135,0.00665399,0.47177419,0.54838710,0.59872611,0.59287532,0.63012393,1
0.51343570,0.51016457,0.00910779,0.56451613,0.42652330,0.42675159,0.53350297,0.49571020,1
0.56142035,0.55372701,0.00966045,0.54032258,0.36200717,0.32271762,0.61832061,0.53384175,1
0.66698656,0.61181026,0.00855513,0.48790323,0.50537634,0.51167728,0.68617472,0.68636797,2
0.65259117,0.70377541,0.00720665,0.38709677,0.47311828,0.32271762,0.64291773,0.68636797,2
0.65834933,0.68925460,0.00749403,0.46774194,0.10394265,0.25690021,0.68617472,0.66730219,1
0.68330134,0.62536302,0.00848881,0.52016129,0.28673835,0.29723992,0.72858355,0.60057197,1
0.64971209,0.59825750,0.00868777,0.52822581,0.45519713,0.32271762,0.71925360,0.60057197,1
0.78119002,0.70667957,0.00738350,0.53225806,0.51254480,0.51167728,0.82188295,0.72449952,1
0.76871401,0.76669894,0.00758246,0.43548387,0.44444444,0.42675159,0.77099237,0.74261201,2
0.71497121,0.66795741,0.00924043,0.39112903,0.33691756,0.34394904,0.69465649,0.72449952,1
0.69289827,0.63407551,0.00970466,0.43548387,0.26881720,0.29723992,0.69465649,0.65681602,1
0.72744722,0.65343659,0.00820143,0.55645161,0.35842294,0.32271762,0.73791349,0.69685415,1
0.74568138,0.69796709,0.00612344,0.45967742,0.50179211,0.51167728,0.72858355,0.72449952,2
0.65738964,0.72410455,0.00459811,0.37903226,0.50537634,0.42675159,0.62595420,0.68636797,2
0.70345489,0.65537270,0.00674242,0.48387097,0.30824373,0.29723992,0.77862595,0.63870353,1
0.83013436,0.86931268,0.00680874,0.50403226,0.58064516,0.59872611,0.84732824,0.79122974,1
0.87044146,0.91965150,0.00694137,0.28225806,0.68458781,0.51167728,0.80491942,0.89609152,1
0.84740883,0.91190707,0.00714033,0.53629032,0.56989247,0.42675159,0.79558948,0.86844614,2
0.70729367,0.79864472,0.00904147,0.45967742,0.40860215,0.29723992,0.72858355,0.75309819,2
0.69961612,0.77444337,0.00919622,0.49193548,0.32258065,0.32271762,0.65224767,0.72449952,1
0.66506718,0.77444337,0.00744982,0.31048387,0.32258065,0.42675159,0.64291773,0.71591992,2
0.65642994,0.74152953,0.00771509,0.32258065,0.47311828,0.36305732,0.66921120,0.67588179,2
0.69961612,0.75895450,0.00915200,0.47177419,0.16487455,0.17409766,0.66921120,0.70543375,1
0.72264875,0.78993224,0.00901937,0.52016129,0.15053763,0.17409766,0.71925360,0.69685415,1
0.78406910,0.84801549,0.00851092,0.46370968,0.25806452,0.17409766,0.79558948,0.75309819,1
0.79846449,0.85091965,0.00760456,0.42338710,0.22580645,0.27813163,0.78795589,0.76167779,1
0.80038388,0.87415295,0.00764878,0.37903226,0.16129032,0.23566879,0.77099237,0.80171592,1
0.74952015,0.83639884,0.00762667,0.42741935,0.18996416,0.23566879,0.71162002,0.78265014,2
0.76583493,0.86834463,0.00696348,0.33064516,0.38351254,0.44585987,0.71925360,0.81982841,2
0.78886756,0.86931268,0.00658767,0.41129032,0.50896057,0.51167728,0.75487701,0.81029552,2
0.78886756,0.85575992,0.00618976,0.55241935,0.42293907,0.44585987,0.72858355,0.81982841,1
0.66890595,0.76379477,0.00769299,0.35483871,0.21146953,0.29723992,0.71162002,0.70543375,2
0.66410749,0.74927396,0.00782563,0.41129032,0.09677419,0.23566879,0.66921120,0.71591992,1
0.70441459,0.81122943,0.00415598,0.29435484,0.36200717,0.42675159,0.65224767,0.76167779,2
0.69097889,0.78121975,0.00576974,0.27822581,0.20788530,0.23566879,0.66921120,0.72449952,2
0.70729367,0.79380445,0.00718454,0.43548387,0.09318996,0.23566879,0.65224767,0.72449952,2
0.62763916,0.68441433,0.00912990,0.45564516,0.08243728,0.23566879,0.62595420,0.61963775,1
0.73512476,0.78993224,0.00811301,0.55645161,0.15770609,0.23566879,0.77099237,0.72449952,2
0.75527831,0.78025169,0.00793616,0.51209677,0.33333333,0.27813163,0.72858355,0.75309819,1
0.78502879,0.83349468,0.00731718,0.46774194,0.18996416,0.17409766,0.77862595,0.78265014,2
0.80326296,0.83252662,0.00738350,0.48387097,0.24731183,0.14861996,0.77099237,0.78265014,1
0.79558541,0.87802517,0.00687506,0.43145161,0.40143369,0.29723992,0.75487701,0.81982841,1
0.80518234,0.87705712,0.00672031,0.44758065,0.51612903,0.34394904,0.77099237,0.83889418,2
0.84069098,0.90803485,0.00630029,0.46370968,0.37634409,0.42675159,0.80491942,0.84747378,1
0.84836852,0.91577928,0.00528340,0.47580645,0.62365591,0.53290870,0.78795589,0.86844614,2
0.78119002,0.86447241,0.00534972,0.38709677,0.32616487,0.38428875,0.76251060,0.80171592,2
0.78886756,0.84414327,0.00775931,0.59677419,0.11827957,0.14861996,0.73791349,0.80171592,1
0.77255278,0.84704743,0.00888673,0.41935484,0.11827957,0.23566879,0.70229008,0.80171592,1
0.77927063,0.84317522,0.00866566,0.53225806,0.12903226,0.21443737,0.74554707,0.81029552,1
0.82725528,0.88189739,0.00764878,0.47177419,0.10394265,0.21443737,0.82188295,0.81982841,1
0.74088292,0.77541142,0.00798037,0.41532258,0.36559140,0.38428875,0.77099237,0.74261201,2
0.74088292,0.83252662,0.00804669,0.42338710,0.37634409,0.42675159,0.72858355,0.76167779,2
0.76871401,0.86544046,0.00835618,0.44354839,0.41577061,0.27813163,0.71925360,0.80171592,1
0.80134357,0.89351404,0.00859935,0.40725806,0.05017921,0.14861996,0.77862595,0.81029552,1
0.82821497,0.90997096,0.00753824,0.37500000,0.01075269,0.06794055,0.79558948,0.81982841,1
0.85604607,0.94578896,0.00607923,0.44354839,0.18996416,0.23566879,0.79558948,0.87702574,1
0.78406910,0.89932236,0.00596870,0.27822581,0.21505376,0.23566879,0.78795589,0.83889418,2
0.76199616,0.84801549,0.00627819,0.39516129,0.29032258,0.23566879,0.70229008,0.78265014,2
0.77639155,0.85479187,0.00718454,0.49193548,0.04659498,0.14861996,0.78795589,0.74261201,1
0.83493282,0.88480155,0.00658767,0.54435484,0.40860215,0.32271762,0.81424936,0.82840801,1
0.86564299,0.92255566,0.00603502,0.59677419,0.46594982,0.42675159,0.83884648,0.83889418,1
0.81477927,0.90513069,0.00756035,0.33064516,0.46236559,0.51167728,0.82188295,0.82840801,2
0.82149712,0.92352372,0.00809090,0.20564516,0.25448029,0.14861996,0.79558948,0.85795996,1
0.90019194,0.97192643,0.00647714,0.38709677,0.37634409,0.25690021,0.88125530,0.91420400,1
0.85028791,0.90029042,0.00733929,0.44758065,0.31541219,0.51167728,0.83884648,0.87702574,2
0.83685221,0.88576960,0.00740561,0.55241935,0.32974910,0.49256900,0.82188295,0.84747378,2
0.85604607,0.94094869,0.00557078,0.47983871,0.53405018,0.49256900,0.89058524,0.84747378,2
0.79174664,0.91384318,0.00508445,0.39112903,0.13978495,0.23566879,0.71925360,0.84747378,2
0.82821497,0.92255566,0.00488549,0.41532258,0.22222222,0.38428875,0.83121289,0.82840801,1
0.89635317,0.96611810,0.00599080,0.53225806,0.32616487,0.34394904,0.83884648,0.91420400,1
0.86372361,0.95546951,0.00630029,0.50403226,0.38351254,0.27813163,0.82188295,0.86844614,2
0.82821497,0.91771539,0.00747193,0.46774194,0.26523297,0.32271762,0.79558948,0.85795996,2
0.85892514,0.92642788,0.00756035,0.51612903,0.39426523,0.49256900,0.82188295,0.82840801,2
0.93282150,0.98257502,0.00720665,0.47177419,0.48028674,0.34394904,0.89058524,0.94375596,1
0.92610365,0.98257502,0.00820143,0.51209677,0.21146953,0.38428875,0.86429177,0.93326978,1
0.90499040,0.95353340,0.00875409,0.54838710,0.34050179,0.23566879,0.87192536,0.91420400,1
0.94337812,0.98354308,0.00789194,0.47580645,0.32258065,0.23566879,0.88125530,0.95424214,1
0.92802303,0.98547919,0.00729507,0.26612903,0.30824373,0.23566879,0.85496183,0.92469018,1
0.89731286,0.95934172,0.00691927,0.43951613,0.25448029,0.29723992,0.83884648,0.90562440,1
0.90211132,0.96321394,0.00636661,0.49193548,0.19354839,0.17409766,0.85496183,0.89609152,2
0.87619962,0.94675702,0.00685295,0.43951613,0.17921147,0.17409766,0.83884648,0.90562440,2
0.89923225,0.97579864,0.00731718,0.38306452,0.26164875,0.36305732,0.83884648,0.93326978,2
0.83877159,0.92255566,0.00837828,0.37500000,0.39426523,0.38428875,0.79558948,0.87702574,2
0.82725528,0.81994192,0.00932885,0.59677419,0.27956989,0.23566879,0.78795589,0.81029552,1
0.82245681,0.84607938,0.00857724,0.59677419,0.11827957,0.14861996,0.76251060,0.82840801,1
0.83301344,0.89060987,0.00782563,0.44354839,0.14695341,0.19532909,0.80491942,0.81982841,1
0.82917466,0.90513069,0.00751614,0.30241935,0.10752688,0.23566879,0.78795589,0.83889418,2
0.77063340,0.86253630,0.00731718,0.41532258,0.39068100,0.29723992,0.69465649,0.81982841,2
0.81477927,0.86060019,0.00795826,0.47580645,0.08960573,0.14861996,0.77862595,0.81982841,1
0.81094050,0.85963214,0.00775931,0.46774194,0.12544803,0.25690021,0.78795589,0.78265014,1
0.84165067,0.87318490,0.00638872,0.44758065,0.40860215,0.42675159,0.81424936,0.82840801,2
0.89443378,0.91771539,0.00561500,0.40322581,0.31899642,0.44585987,0.85496183,0.88751192,1
0.86084453,0.85285576,0.00698559,0.45161290,0.23655914,0.23566879,0.83884648,0.82840801,1
0.85988484,0.91287512,0.00610134,0.50000000,0.54480287,0.42675159,0.80491942,0.86844614,2
0.86660269,0.89835431,0.00630029,0.48790323,0.47670251,0.42675159,0.78795589,0.90562440,2
0.81477927,0.84123911,0.00828986,0.47983871,0.16487455,0.23566879,0.80491942,0.78265014,1
0.83589251,0.90609874,0.00828986,0.50000000,0.26164875,0.29723992,0.81424936,0.86844614,2
0.90307102,0.96127783,0.00780352,0.56048387,0.41935484,0.34394904,0.85496183,0.91420400,1
0.90978887,0.96515005,0.00702980,0.51612903,0.45161290,0.32271762,0.86429177,0.91420400,1
0.90690979,0.99031946,0.00641082,0.53225806,0.38351254,0.32271762,0.83884648,0.92469018,2
0.85700576,0.96515005,0.00636661,0.47177419,0.50179211,0.42675159,0.79558948,0.89609152,2
0.90307102,1.00000000,0.00676452,0.51612903,0.44444444,0.32271762,0.85496183,0.92469018,1
0.85604607,0.94869313,0.00793616,0.48387097,0.30107527,0.42675159,0.83884648,0.86844614,2
0.76391555,0.83639884,0.00901937,0.56451613,0.21863799,0.17409766,0.73791349,0.74261201,1
0.80902111,0.86640852,0.00866566,0.46774194,0.20788530,0.32271762,0.80491942,0.80171592,1
0.84452975,0.92352372,0.00718454,0.53629032,0.37275986,0.32271762,0.77099237,0.85795996,2
0.77447217,0.83736689,0.00813511,0.44354839,0.36200717,0.42675159,0.75487701,0.75309819,1
0.78694818,0.84220716,0.00862145,0.42741935,0.07526882,0.14861996,0.77099237,0.74261201,1
0.81094050,0.85866409,0.00879830,0.49193548,0.10394265,0.19532909,0.79558948,0.76167779,1
0.85220729,0.90222652,0.00855513,0.52419355,0.30824373,0.23566879,0.83884648,0.82840801,1
0.87523992,0.91577928,0.00846671,0.45564516,0.17921147,0.17409766,0.85496183,0.83889418,1
0.89059501,0.93804453,0.00831196,0.47983871,0.20788530,0.23566879,0.85496183,0.87702574,1
0.89731286,0.95837367,0.00751614,0.54435484,0.38709677,0.34394904,0.84732824,0.87702574,1
0.87044146,0.94288480,0.00711822,0.56854839,0.37275986,0.32271762,0.83121289,0.89609152,2
0.85124760,0.94385286,0.00714033,0.39919355,0.30465950,0.25690021,0.79558948,0.89609152,2
0.89635317,0.97192643,0.00725086,0.51209677,0.30465950,0.29723992,0.86429177,0.89609152,1
0.90307102,0.98354308,0.00711822,0.54838710,0.25806452,0.42675159,0.86429177,0.89609152,2
0.86756238,0.96611810,0.00720665,0.53225806,0.35125448,0.32271762,0.82188295,0.89609152,2
0.83877159,0.93804453,0.00736139,0.33467742,0.17562724,0.23566879,0.78795589,0.88751192,1
0.85604607,0.95256534,0.00760456,0.16935484,0.14336918,0.14861996,0.80491942,0.89609152,2
0.86372361,0.95256534,0.00778141,0.14516129,0.05734767,0.14861996,0.85496183,0.87702574,1
0.85124760,0.91674734,0.00771509,0.33870968,0.16845878,0.23566879,0.81424936,0.86844614,2
0.82629559,0.91965150,0.00727297,0.35080645,0.11111111,0.17409766,0.77862595,0.86844614,2
0.76967370,0.89254598,0.00658767,0.24596774,0.20788530,0.29723992,0.74554707,0.82840801,2
0.75239923,0.81606970,0.00882041,0.43951613,0.28315412,0.27813163,0.71162002,0.78265014,2
0.74856046,0.80348500,0.00935096,0.47177419,0.14336918,0.21443737,0.72858355,0.74261201,1
0.78119002,0.83833495,0.00859935,0.48790323,0.29390681,0.27813163,0.77862595,0.77216397,1
0.81573896,0.84704743,0.00782563,0.56048387,0.30107527,0.29723992,0.82188295,0.78265014,1
0.83973129,0.86350436,0.00775931,0.58064516,0.36559140,0.42675159,0.83121289,0.81982841,1
0.84740883,0.87802517,0.00815722,0.49596774,0.35125448,0.29723992,0.83121289,0.82840801,1
0.86372361,0.87415295,0.00758246,0.44758065,0.39784946,0.32271762,0.83884648,0.83889418,1
0.78982726,0.87512101,0.00786984,0.38306452,0.08602151,0.23566879,0.76251060,0.83889418,2
0.78023033,0.82865440,0.00826775,0.41532258,0.10752688,0.14861996,0.77862595,0.75309819,1
0.81765835,0.83930300,0.00800248,0.47983871,0.14695341,0.21443737,0.80491942,0.81982841,1
0.77255278,0.80542110,0.00804669,0.46774194,0.24014337,0.23566879,0.74554707,0.77216397,2
0.72456814,0.72797677,0.00809090,0.51209677,0.27598566,0.53290870,0.69465649,0.73403241,1
0.69385797,0.70667957,0.00924043,0.49193548,0.20430108,0.23566879,0.73791349,0.63870353,1
0.75431862,0.74152953,0.00815722,0.57258065,0.39068100,0.32271762,0.77099237,0.71591992,1
0.83589251,0.85091965,0.00663189,0.48790323,0.50537634,0.42675159,0.80491942,0.84747378,1
0.77159309,0.85285576,0.00607923,0.47580645,0.33691756,0.27813163,0.75487701,0.80171592,2
0.72360845,0.79574056,0.00811301,0.52822581,0.27240143,0.27813163,0.69465649,0.72449952,1
0.72552783,0.80735721,0.00828986,0.44758065,0.29390681,0.38428875,0.67854114,0.76167779,2
0.71593090,0.81026137,0.00855513,0.39112903,0.25806452,0.34394904,0.62595420,0.78265014,2
0.68330134,0.74733785,0.00957202,0.38709677,0.07526882,0.14861996,0.69465649,0.69685415,2
0.69673704,0.75992256,0.00950570,0.38306452,0.08960573,0.17409766,0.71925360,0.67588179,1
0.69385797,0.78702807,0.00806879,0.35887097,0.32616487,0.42675159,0.66921120,0.76167779,2
0.74568138,0.83930300,0.00610134,0.38306452,0.46953405,0.36305732,0.71162002,0.78265014,2
0.73512476,0.84898354,0.00674242,0.31048387,0.26523297,0.44585987,0.68617472,0.72449952,2
0.59500960,0.68151016,0.00957202,0.46774194,0.36200717,0.42675159,0.62595420,0.57102002,1
0.64011516,0.73572120,0.00932885,0.47580645,0.10752688,0.23566879,0.60220526,0.67588179,1
0.65355086,0.73184898,0.00842250,0.50000000,0.36917563,0.42675159,0.66921120,0.64823642,1
0.70825336,0.80348500,0.00685295,0.51209677,0.46953405,0.42675159,0.72858355,0.71591992,1
0.74664107,0.83736689,0.00630029,0.43951613,0.26523297,0.32271762,0.71925360,0.78265014,2
0.71785029,0.79477251,0.00767088,0.43548387,0.12544803,0.27813163,0.72858355,0.64823642,1
0.69577735,0.73281704,0.00904147,0.48790323,0.12186380,0.19532909,0.76251060,0.63870353,1
0.77831094,0.81219748,0.00784773,0.53225806,0.36559140,0.44585987,0.83121289,0.74261201,1
0.73704415,0.78702807,0.00866566,0.49596774,0.30465950,0.27813163,0.77099237,0.72449952,1
0.70153551,0.72410455,0.00840039,0.51209677,0.27598566,0.51167728,0.68617472,0.69685415,1
0.64875240,0.69119071,0.00952781,0.47177419,0.24014337,0.17409766,0.67854114,0.60057197,1
0.67754319,0.72700871,0.00937307,0.47983871,0.16845878,0.32271762,0.72858355,0.64823642,1
0.72744722,0.77347531,0.00811301,0.59274194,0.46953405,0.49256900,0.73791349,0.69685415,1
0.74376200,0.78315586,0.00767088,0.56451613,0.40860215,0.32271762,0.74554707,0.75309819,2
0.66026871,0.72604066,0.00835618,0.58870968,0.10752688,0.27813163,0.66921120,0.66730219,1
0.59692898,0.67473379,0.00937307,0.50403226,0.25806452,0.23566879,0.60220526,0.57102002,1
0.57869482,0.65730881,0.00946149,0.48387097,0.16487455,0.23566879,0.63528414,0.52526215,1
0.65547025,0.67957406,0.00884251,0.53629032,0.42293907,0.51167728,0.69465649,0.63012393,1
0.72264875,0.72507260,0.00813511,0.57258065,0.66308244,0.55414013,0.70229008,0.74261201,2
0.72072937,0.75508228,0.00802458,0.44354839,0.35842294,0.32271762,0.69465649,0.72449952,1
0.76967370,0.83059051,0.00747193,0.41935484,0.27240143,0.23566879,0.78795589,0.76167779,1
0.72936660,0.78121975,0.00840039,0.59677419,0.33691756,0.27813163,0.72858355,0.73403241,2
0.75815739,0.82865440,0.00758246,0.43145161,0.38709677,0.32271762,0.71925360,0.81029552,1
