"X1","X2","class"
0.263926941,0.219626168,2
0.254794521,0.219626168,3
0.250228311,0.228971963,4
0.277625571,0.252336449,5
0.384018265,0.331775701,6
0.7,0.574766355,7
0.780365297,0.757009346,8
0.861187215,0.841121495,9
0.888584475,0.845794393,10
0.870319635,0.817757009,11
0.781278539,0.775700935,12
0.742465753,0.719626168,13
0.719634703,0.686915888,14
0.742465753,0.691588785,15
0.749315068,0.700934579,16
0.736986301,0.686915888,17
0.88173516,0.855140187,18
0.89543379,0.878504673,19
0.83652968,0.780373832,20
0.717351598,0.682242991,21
0.588127854,0.58411215,22
0.476255708,0.457943925,23
0.424200913,0.38317757,0
0.353424658,0.308411215,1
0.29543379,0.271028037,2
0.284018265,0.26635514,3
0.271689498,0.252336449,4
0.293607306,0.271028037,5
0.394063927,0.364485981,6
0.638356164,0.579439252,7
0.810958904,0.76635514,8
0.903196347,0.85046729,9
0.90456621,0.869158879,10
0.85890411,0.808411215,11
0.799543379,0.761682243,12
0.703652968,0.658878505,13
0.73652968,0.696261682,14
0.738812785,0.691588785,15
0.729680365,0.686915888,16
0.73196347,0.64953271,17
0.894063927,0.873831776,18
0.897716895,0.85046729,19
0.815525114,0.775700935,20
0.752054795,0.682242991,21
0.592694064,0.58411215,22
0.535616438,0.542056075,23
0.444292237,0.481308411,0
0.339269406,0.327102804,1
0.319634703,0.294392523,2
0.305936073,0.294392523,3
0.30913242,0.280373832,4
0.293150685,0.294392523,5
0.359360731,0.411214953,6
0.635616438,0.579439252,7
0.835616438,0.780373832,8
0.926940639,0.845794393,9
0.892694064,0.845794393,10
0.851598174,0.794392523,11
0.810502283,0.76635514,12
0.737442922,0.682242991,13
0.719178082,0.677570093,14
0.744292237,0.714953271,15
0.730593607,0.710280374,16
0.737899543,0.696261682,17
0.89086758,0.85046729,18
0.878538813,0.85046729,19
0.778995434,0.761682243,20
0.719634703,0.663551402,21
0.607762557,0.588785047,22
0.550684932,0.546728972,23
0.428767123,0.411214953,0
0.37260274,0.355140187,1
0.3,0.280373832,2
0.27716895,0.275700935,3
0.32739726,0.308411215,4
0.30913242,0.317757009,5
0.395890411,0.387850467,6
0.621917808,0.602803738,7
0.823287671,0.799065421,8
0.951141553,0.929906542,9
0.937442922,0.906542056,10
0.889497717,0.859813084,11
0.841552511,0.822429907,12
0.7456621,0.696261682,13
0.750228311,0.714953271,14
0.754794521,0.73364486,15
0.770776256,0.728971963,16
0.761643836,0.705607477,17
0.919178082,0.869158879,18
0.887214612,0.873831776,19
0.809589041,0.757009346,20
0.725114155,0.705607477,21
0.601826484,0.58411215,22
0.549315068,0.542056075,23
0.4543379,0.41588785,0
0.385844749,0.373831776,1
0.305936073,0.289719626,2
0.292237443,0.271028037,3
0.312785388,0.294392523,4
0.331050228,0.308411215,5
0.360730594,0.355140187,6
0.625570776,0.593457944,7
0.792237443,0.775700935,8
0.894977169,0.845794393,9
0.876712329,0.859813084,10
0.874429224,0.855140187,11
0.799086758,0.808411215,12
0.712328767,0.682242991,13
0.716894977,0.682242991,14
0.737442922,0.705607477,15
0.755707763,0.719626168,16
0.746575342,0.700934579,17
0.899543379,0.869158879,18
0.876712329,0.836448598,19
0.817351598,0.76635514,20
0.694063927,0.668224299,21
0.591324201,0.565420561,22
0.543378995,0.523364486,23
0.446575342,0.434579439,0
0.343835616,0.317757009,1
0.314155251,0.280373832,2
0.277625571,0.275700935,3
0.300456621,0.261682243,4
0.298173516,0.285046729,5
0.355251142,0.336448598,6
0.567579909,0.542056075,7
0.569863014,0.565420561,8
0.656621005,0.644859813,9
0.706849315,0.710280374,10
0.67716895,0.672897196,11
0.622374429,0.607476636,12
0.537899543,0.518691589,13
0.446575342,0.453271028,14
0.462557078,0.495327103,15
0.473972603,0.457943925,16
0.467123288,0.462616822,17
0.679452055,0.663551402,18
0.684018265,0.658878505,19
0.661187215,0.630841121,20
0.583561644,0.556074766,21
0.489954338,0.485981308,22
0.419178082,0.411214953,23
0.354794521,0.35046729,0
0.29543379,0.275700935,1
0.2543379,0.224299065,2
0.217808219,0.205607477,3
0.176712329,0.196261682,4
0.231506849,0.205607477,5
0.261187215,0.242990654,6
0.28173516,0.275700935,7
0.302283105,0.26635514,8
0.384474886,0.317757009,9
0.454794521,0.443925234,10
0.475342466,0.462616822,11
0.461643836,0.462616822,12
0.397716895,0.355140187,13
0.340639269,0.336448598,14
0.340639269,0.322429907,15
0.304109589,0.299065421,16
0.331506849,0.317757009,17
0.489041096,0.471962617,18
0.562100457,0.551401869,19
0.559817352,0.551401869,20
0.548401826,0.523364486,21
0.482191781,0.46728972,22
0.4456621,0.401869159,23
0.363013699,0.317757009,0
0.278538813,0.257009346,1
0.223744292,0.210280374,2
0.237442922,0.205607477,3
0.244292237,0.205607477,4
0.285388128,0.271028037,5
0.349315068,0.313084112,6
0.632420091,0.579439252,7
0.787214612,0.752336449,8
0.901369863,0.841121495,9
0.90913242,0.859813084,10
0.831506849,0.799065421,11
0.806392694,0.785046729,12
0.651141553,0.696261682,13
0.737899543,0.691588785,14
0.71826484,0.682242991,15
0.763926941,0.719626168,16
0.73652968,0.682242991,17
0.891780822,0.859813084,18
0.878082192,0.845794393,19
0.773059361,0.73364486,20
0.73652968,0.696261682,21
0.590410959,0.560747664,22
0.521917808,0.495327103,23
0.405479452,0.401869159,0
0.335616438,0.308411215,1
0.288584475,0.280373832,2
0.283105023,0.252336449,3
0.308219178,0.261682243,4
0.314155251,0.322429907,5
0.405479452,0.378504673,6
0.647488584,0.58411215,7
0.795890411,0.757009346,8
0.878082192,0.836448598,9
0.875799087,0.831775701,10
0.871232877,0.813084112,11
0.825570776,0.76635514,12
0.720547945,0.668224299,13
0.715981735,0.705607477,14
0.725114155,0.686915888,15
0.757077626,0.691588785,16
0.743378995,0.682242991,17
0.923744292,0.88317757,18
0.903196347,0.859813084,19
0.791324201,0.757009346,20
0.702283105,0.686915888,21
0.601826484,0.598130841,22
0.565296804,0.565420561,23
0.459360731,0.434579439,0
0.373059361,0.336448598,1
0.286757991,0.289719626,2
0.318721461,0.303738318,3
0.289041096,0.275700935,4
0.301826484,0.289719626,5
0.37716895,0.355140187,6
0.642009132,0.621495327,7
0.842922374,0.785046729,8
0.957077626,0.887850467,9
0.952511416,0.901869159,10
0.874885845,0.878504673,11
0.852054795,0.803738318,12
0.776712329,0.73364486,13
0.749315068,0.724299065,14
0.804109589,0.73364486,15
0.799543379,0.757009346,16
0.810958904,0.752336449,17
0.88173516,0.841121495,18
0.925114155,0.878504673,19
0.826940639,0.794392523,20
0.749315068,0.682242991,21
0.598630137,0.58411215,22
0.477625571,0.5,23
0.444292237,0.401869159,0
0.343835616,0.308411215,1
0.300456621,0.280373832,2
0.286757991,0.271028037,3
0.270776256,0.252336449,4
0.318721461,0.308411215,5
0.371232877,0.345794393,6
0.626940639,0.551401869,7
0.827853881,0.771028037,8
0.923744292,0.88317757,9
0.937442922,0.911214953,10
0.884931507,0.845794393,11
0.816438356,0.789719626,12
0.734246575,0.691588785,13
0.72739726,0.696261682,14
0.73196347,0.682242991,15
0.763926941,0.719626168,16
0.743378995,0.691588785,17
0.878082192,0.813084112,18
0.900913242,0.836448598,19
0.800456621,0.747663551,20
0.72283105,0.696261682,21
0.602739726,0.588785047,22
0.566210046,0.542056075,23
0.446575342,0.443925234,0
0.366666667,0.327102804,1
0.288584475,0.275700935,2
0.316894977,0.285046729,3
0.332876712,0.317757009,4
0.329680365,0.299065421,5
0.405022831,0.359813084,6
0.621917808,0.58411215,7
0.811415525,0.752336449,8
0.923287671,0.906542056,9
0.921004566,0.869158879,10
0.902739726,0.864485981,11
0.847945205,0.803738318,12
0.765753425,0.747663551,13
0.728310502,0.691588785,14
0.744292237,0.686915888,15
0.752054795,0.705607477,16
0.740639269,0.700934579,17
0.913242009,0.869158879,18
0.9,0.887850467,19
0.790410959,0.813084112,20
0.708219178,0.677570093,21
0.596347032,0.588785047,22
0.534703196,0.518691589,23
0.474885845,0.425233645,0
0.426940639,0.359813084,1
0.321917808,0.299065421,2
0.278538813,0.23364486,3
0.271689498,0.257009346,4
0.285388128,0.247663551,5
0.324200913,0.308411215,6
0.436073059,0.448598131,7
0.579908676,0.574766355,8
0.668949772,0.644859813,9
0.705479452,0.621495327,10
0.700913242,0.682242991,11
0.650684932,0.635514019,12
0.538812785,0.542056075,13
0.50456621,0.46728972,14
0.48173516,0.471962617,15
